ID;Name;Sub_ID;Sub_Name;Field_ID;Field_Name;Domain_ID;Domain_Name;Keywords_1;Keywords_2;Keywords_3;Keywords_4;Keywords_5;Keywords_6;Keywords_7;Keywords_8;Keywords_9;Keywords_10
T11823;The Political Economy of Resource Curse Hypothesis;2000;General Economics, Econometrics and Finance;20;Economics, Econometrics and Finance;2;Social Sciences;Natural Resources;Resource Curse;Political Economy;Oil Wealth;Corruption;Democracy;Institutions;Economic Development;Rent Seeking;Transparency
T14334;Macroeconomic Impact of HIV/AIDS in Sub-Saharan Africa;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;HIV/AIDS;economic growth;Sub-Saharan Africa;impact;macroeconomics;development;South Africa;epidemic;healthcare;poverty
T11636;Artificial Intelligence in Medicine;2718;Health Informatics;27;Medicine;4;Health Sciences;Artificial Intelligence;Machine Learning;Healthcare;Medical Imaging;Clinical Decision Support;Ethical Challenges;Big Data;Precision Medicine;Radiology;Health Equity
T11133;Unmanned Aerial Vehicle Communications;2202;Aerospace Engineering;22;Engineering;3;Physical Sciences;Wireless Communications;UAV Networks;Trajectory Optimization;Energy-Efficient Communication;5G and Beyond;Drone Applications;Mobile Edge Computing;Security and Privacy;Disaster Management;Precision Agriculture
T12040;Impact of Bilateral Investment Treaties on FDI;1408;Strategy and Management;14;Business, Management and Accounting;2;Social Sciences;Bilateral Investment Treaties;Foreign Direct Investment;Investment Treaty Arbitration;International Economic Law;Investor-State Disputes;Regulatory Expropriation;Fair and Equitable Treatment;Arbitration;State Sovereignty;International Law
T12872;Philippine Nationalism and History;3314;Anthropology;33;Social Sciences;2;Social Sciences;Philippines;Nationalism;History;Political Dynasties;Colonialism;Identity;Democracy;Culture;Globalization;Ethnicity
T12549;Robust Line and Curve Detection using Hough Transform;1707;Computer Vision and Pattern Recognition;17;Computer Science;3;Physical Sciences;Hough Transform;Line Detection;Circle Fitting;Ellipse Detection;Randomized Algorithm;Computer Vision;Edge Detection;Geometric Fitting;Real-time Detection;Statistical Optimization
T11978;Advancements in Soil Mechanics and Terrain Interaction;2205;Civil and Structural Engineering;22;Engineering;3;Physical Sciences;Soil Mechanics;Terrain Interaction;Planetary Rovers;Discrete Element Method;Tillage;Wheel-Soil Interaction;DEM Simulation;Tractor Performance;Traction Prediction;Terramechanics Models
T12908;Gender Representation in Advertising and Media;3318;Gender Studies;33;Social Sciences;2;Social Sciences;Gender Roles;Advertising;Media Representation;Stereotypes;Femvertising;Disney Princesses;Content Analysis;Television Commercials;Social Identity;Cultural Perspectives
T14449;Character Education in Educational Settings;3304;Education;33;Social Sciences;2;Social Sciences;Character Education;Religious Values;Islamic Education;School Environment;Learning Outcomes;Qualitative Research;Digital Learning;Pedagogical Methods;Cultural Integration;Student Development
T12403;Nutritional and Functional Potential of Ancient Grains;1106;Food Science;11;Agricultural and Biological Sciences;1;Life Sciences;Quinoa;Buckwheat;Amaranth;Nutritional Value;Functional Foods;Antioxidant Activity;Pseudocereals;Phytochemicals;Gluten-Free Ingredients;Traditional Leafy Vegetables
T10986;RFID Technology and Applications;2214;Media Technology;22;Engineering;3;Physical Sciences;RFID;Security;Privacy;Supply Chain;Antenna Design;Authentication Protocol;Inventory Management;Wireless Sensor Networks;EPC Network;Near Field Communication
T12849;Parvovirus B19 Infection and Pathogenesis;2725;Infectious Diseases;27;Medicine;4;Health Sciences;Parvovirus B19;Fetal Hydrops;Autoimmune Disease;Erythrovirus;Intrauterine Infection;Viral Pathogenesis;Nonimmune Hydrops Fetalis;Pregnancy Complications;Immunocompromised Host;Viral Transmission
T11812;Nasal Surgery Techniques and Outcomes;2746;Surgery;27;Medicine;4;Health Sciences;Nasal Surgery;Rhinoplasty;Nasal Obstruction;Septoplasty;Airflow Dynamics;Cartilage Grafts;Acoustic Rhinometry;Nasal Anatomy;Functional Rhinoplasty;Empty Nose Syndrome
T12427;Effects of Cryogenic Treatment on Material Properties;2505;Materials Chemistry;25;Materials Science;3;Physical Sciences;Cryogenic Treatment;Microstructure;Wear Resistance;Tool Steels;High Chromium Cast Iron;Mechanical Properties;Carbides;Hardfacing Alloys;Abrasive Wear;High Speed Steel
T14393;The Exposome in Environmental Health Research;2307;Health, Toxicology and Mutagenesis;23;Environmental Science;3;Physical Sciences;Exposome;Environmental Exposure;Epidemiology;Health;Omics;Biomarkers;Cohort Study;Public Health;Genetics;Disease Risk
T12344;Role of Silicon in Plant Biology and Ecology;1110;Plant Science;11;Agricultural and Biological Sciences;1;Life Sciences;Silicon Uptake;Plant Stress Resistance;Phytolith Formation;Silicon Transporters;Biogeochemical Cycle;Abiotic Stress Alleviation;Plant Nutrient;Drought and Salt Tolerance;Heavy Metal Toxicity;Pathogen Interactions
T11774;Thermochemical Energy Storage and Sorption Technologies;2210;Mechanical Engineering;22;Engineering;3;Physical Sciences;Thermochemical Heat Storage;Adsorption Refrigeration;Desiccant Cooling;Solar Energy Storage;Heat and Mass Transfer;Solid Sorption Systems;Membrane-based Enthalpy Exchanger;Seasonal Heat Storage;Liquid Desiccant Dehumidification;Energy Recovery Technologies
T12096;Diagnosis and Management of Ectopic Pregnancy;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Ectopic Pregnancy;Cesarean Scar Pregnancy;Tubal Ectopic Pregnancy;Ultrasound Diagnosis;Medical Management;Risk Factors;Early Pregnancy;Methotrexate Treatment;Reproductive Outcome;Uterine Scar Implantation
T11932;Wireless Body Area Networks in Healthcare;2204;Biomedical Engineering;22;Engineering;3;Physical Sciences;Wireless Body Area Networks;Implantable Antennas;Health Monitoring;Security and Privacy;Implantable Medical Devices;Intrabody Communication;MAC Protocols;Biotelemetry;Channel Modeling;Wearable Sensors
T10972;Adaptive Protection Schemes for Microgrids;2207;Control and Systems Engineering;22;Engineering;3;Physical Sciences;Microgrid;Protection;Fault Detection;Distributed Generation;Relay Coordination;Wavelet Transform;Artificial Neural Network;Optimal Coordination;Fault Location;Smart Grids
T11249;Wireless Power Transfer Systems and Applications;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Wireless Power Transfer;Inductive Power Transfer;Magnetic Resonant Coupling;Electric Vehicle Charging;Contactless Power Transmission;Biomedical Implants;Efficiency Optimization;Coil Design;Dynamic Charging;Implantable Devices
T12998;Islamic Education and Pedagogy;3304;Education;33;Social Sciences;2;Social Sciences;Islamic Education;Pedagogy;Muslim Students;Madrasa;Islamic Philosophy;Teacher Training;Ethical Values;Curriculum Development;Religious Education;Globalization
T11329;Limits and Structures in Graph Theory;2607;Discrete Mathematics and Combinatorics;26;Mathematics;3;Physical Sciences;Graph Limits;Szemerédi's Theorem;Hypergraphs;Regularity Lemma;Erdos-Rényi Random Graphs;Ramsey Numbers;Sum-Product Phenomenon;Quasirandomness;Random Regular Graphs;Dirac's Theorem
T11778;Electrical Tomography Techniques;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Electrical Impedance Tomography;Image Reconstruction Algorithms;Conductivity Imaging;Capacitance Tomography;Magnetic Induction Tomography;Bioimpedance Analysis;Multi-phase Flow Measurement;Medical Applications;Neural Network Reconstruction;Process Tomography
T13253;Chemical Reactions Involving Quantum Tunneling;1606;Physical and Theoretical Chemistry;16;Chemistry;3;Physical Sciences;Tunneling Control;Chemical Reactions;Nitrenes;Carbenes;Photochemistry;Organic Synthesis;Heavy-Atom Tunneling;Matrix Isolation;Computational Chemistry;Aryl Azides
T14339;Automated Reconstruction of Fragmented Objects;1707;Computer Vision and Pattern Recognition;17;Computer Science;3;Physical Sciences;Reconstruction;Fragmented Objects;Archaeological Artifacts;Jigsaw Puzzles;3D Scanning;Cultural Heritage;Image Matching;Pottery Analysis;Document Reconstruction;Computerized Classification
T10709;Social Interaction with Robots;3207;Social Psychology;32;Psychology;2;Social Sciences;Socially Assistive Robotics;Human-Robot Interaction;Anthropomorphism;Elderly Care;Emotion Perception;Cognitive Developmental Robotics;Uncanny Valley;Robot Companionship;Human Perception of Robots;Interactive Virtual Humans
T14437;Ethical Considerations in Pediatric Medical Decision-Making;2735;Pediatrics, Perinatology and Child Health;27;Medicine;4;Health Sciences;Pediatric;Medical Ethics;Parental Discretion;Best Interest Standard;State Intervention;Treatment Refusals;Shared Decision-Making;Conflict Management;Adolescent Autonomy;End-of-Life Decisions
T12270;Microwave-Assisted Chemistry in Organic Synthesis;1605;Organic Chemistry;16;Chemistry;3;Physical Sciences;Microwave Chemistry;Organic Synthesis;Nonthermal Effects;Nanomaterials Synthesis;Material Processing;Dielectric Heating;Green Chemistry;Drug Discovery;Heterogeneous Catalysis;Energy Efficiency
T13526;14-3-3 Proteins: Structure, Function, and Regulation;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;14-3-3 Proteins;cell signaling;cancer development;phosphorylation;protein-protein interactions;apoptosis regulation;neurological disorders;cell cycle control;molecular chaperones;protein stabilization
T12644;Ecological Effects of Roads on Wildlife and Habitat Connectivity;2303;Ecology;23;Environmental Science;3;Physical Sciences;Road Ecology;Habitat Connectivity;Wildlife Mortality;Landscape Fragmentation;Conservation Planning;Graph Theory;Mitigation Measures;Population Connectivity;Spatial Patterns;Environmental Impact
T10767;Microwave Photonics and Optical Access Networks;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Microwave Photonics;Photonic Signal Processing;Optical Access Networks;Radio Over Fiber;Passive Optical Network;Millimeter-Wave Generation;Photonic Integrated Circuits;Dynamic Bandwidth Allocation;Fiber-Wireless Networks;Analog-to-Digital Converters
T12178;Malaria Parasites in Birds;2405;Parasitology;24;Immunology and Microbiology;1;Life Sciences;Avian Malaria;Haemosporidian Parasites;Bird Hosts;Vector-borne Diseases;Host Specificity;Parasite Diversity;Molecular Phylogeny;Pathogenic Effects;Ectoparasites;Climate Change Impacts
T12050;Polarimetric Imaging for Remote Sensing and Biomedical Applications;2204;Biomedical Engineering;22;Engineering;3;Physical Sciences;Polarimetry;Imaging Spectroscopy;Mueller Matrix;Tissue Characterization;Biomedical Diagnosis;Monte Carlo Simulation;Snapshot Imaging;Ellipsometry;Liquid Crystal Polarimeter;Remote Sensing
T12716;Etiology and Management of Abdominal Wall Defects;2746;Surgery;27;Medicine;4;Health Sciences;Gastroschisis;Omphalocele;Abdominal Wall Defects;Prenatal Diagnosis;Surgical Management;Epidemiology;Fetal Outcome;Maternal Risk Factors;Congenital Anomalies;Neonatal Surgery
T12115;Genomics and Breeding of Legume Crops;1110;Plant Science;11;Agricultural and Biological Sciences;1;Life Sciences;Genomics;Breeding;Legume Crops;Crop Wild Relatives;Drought Tolerance;Chickpea;Pigeonpea;Faba Bean;Marker Development;Nutritional Quality
T12487;Vibration Serviceability of Footbridges;2205;Civil and Structural Engineering;22;Engineering;3;Physical Sciences;Footbridges;Vibration Serviceability;Human-Induced Excitation;Pedestrian Loads;Lateral Vibration;Dynamic Interaction;Crowd-Structure Interaction;Modal Analysis;Active Vibration Control;Suspension Bridges
T12450;Radio Astronomy Techniques and Instruments;3103;Astronomy and Astrophysics;31;Physics and Astronomy;3;Physical Sciences;Radio Astronomy;Epoch of Reionization;Low-Frequency Telescopes;Interferometric Imaging;Cosmic Dawn;21 cm Signal;SKA Precursor;Foreground Subtraction;Wide-Field Surveys;Radio Frequency Interference
T12497;Biochemical Studies of Annonaceae Family Plants;1303;Biochemistry;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Acetogenins;Annonaceae;Isolation;Synthesis;Biological Activities;Cytotoxicity;Antioxidants;Mitochondrial Complex I Inhibitors;Traditional Medicinal Uses;Phytochemicals
T13110;Treatment and Management of Anal Cancer;2746;Surgery;27;Medicine;4;Health Sciences;Anal Cancer;Chemoradiation;Intensity-Modulated Radiation Therapy;Squamous-Cell Carcinoma;Chemotherapy;HIV-positive Patients;Metastatic Anal Cancer;FDG-PET/CT Imaging;Quality of Life;Salvage Surgery
T11836;Diversity and Evolution of Bryophytes;1105;Ecology, Evolution, Behavior and Systematics;11;Agricultural and Biological Sciences;1;Life Sciences;Bryophyte;Phylogeny;Mosses;Liverworts;Hornworts;Cryptic Speciation;Biogeography;Chemical Diversity;Climate Change Indicators;Habitat Fragmentation
T13435;Human Attitudes and Interactions with Animals and Plants;3207;Social Psychology;32;Psychology;2;Social Sciences;Conservation;Attitudes;Biodiversity;Flagship Species;Animal Preferences;Plant Blindness;Cultural Salience;Education;Public Interest;Ethical Considerations
T13280;Hackathons in Biomedical Engineering Education;2204;Biomedical Engineering;22;Engineering;3;Physical Sciences;Hackathons;Biomedical Engineering;Challenge-Based Learning;Innovation;Education;Healthcare;Adaptive Expertise;Learning Sciences;Open Innovation;Game Jams
T11638;Diagnosis and Management of Cardiac Tumors;2705;Cardiology and Cardiovascular Medicine;27;Medicine;4;Health Sciences;Cardiac Tumors;PRKAR1A Gene Mutations;Left Ventricular Thrombus;Cardiac Imaging;Primary Cardiac Neoplasms;Carney Complex;Pulmonary Artery Sarcoma;Echocardiography;Metastatic Cardiac Involvement;Cardiac Myxomas
T13012;Metabolism and Functions of Coenzyme Q;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Metabolism;Function;Antioxidant;Biosynthesis;Deficiency;Mitochondrial Dysfunction;Oxidative Stress;Therapeutic Use;Cardiovascular Disease;Neurodegenerative Diseases
T11615;Control of Nonholonomic Mobile Robots;2207;Control and Systems Engineering;22;Engineering;3;Physical Sciences;Adaptive Control;Trajectory Tracking;Nonholonomic Constraints;Feedback Control;Dynamic Modeling;Path Planning;Sliding Mode Control;Omnidirectional Robots;Robust Stabilization;Neural Networks
T11756;Impact and Dynamics of Mentoring Relationships;3207;Social Psychology;32;Psychology;2;Social Sciences;Mentoring;Relationships;Career Development;Youth;Academic Medicine;Diversity;Professional Success;Formal Programs;Gender;Organizational Commitment
T11250;Wave Energy Conversion Technologies and Resource Assessment;2212;Ocean Engineering;22;Engineering;3;Physical Sciences;Wave Energy;Renewable Energy;Power Take-Off;Offshore Wind;Hydrodynamic Modeling;Ocean Energy;Control Strategies;Wave Power;Floating Structures;Resource Assessment
T11995;Dynamics of Crowdfunding and Fintech;1404;Management Information Systems;14;Business, Management and Accounting;2;Social Sciences;Crowdfunding;Fintech;Peer-to-Peer Lending;Investment Decisions;Social Capital;Entrepreneurship;Credit Risk Assessment;Financial Innovation;Online Platforms;Regulatory Impact
T12234;Parasitism of Snails and Associated Diseases;1109;Insect Science;11;Agricultural and Biological Sciences;1;Life Sciences;Snails;Parasitism;Angiostrongylus;Mollusks;Invasive Species;Eosinophilic Meningitis;Nematodes;Biodiversity;Gastropods;Infection
T13332;History of Reproduction and Gender in Britain;1202;History;12;Arts and Humanities;2;Social Sciences;Reproduction;Gender;Healthcare;Medicine;Britain;Sexuality;Pregnancy;Psychoanalysis;Childbirth;History
T12101;Optimization of Multi-Armed Bandit Problems;1803;Management Science and Operations Research;18;Decision Sciences;2;Social Sciences;Bandit Optimization;Bayesian Optimization;Contextual Bandits;Online Learning;Convex Optimization;Thompson Sampling;Regret Analysis;Gaussian Process Optimization;Hyperparameter Optimization;Adversarial Multi-Armed Bandits
T12151;Impact of Language Interpretation in Healthcare;3600;General Health Professions;36;Health Professions;4;Health Sciences;Language Barriers;Medical Interpreters;Limited English Proficiency;Healthcare Communication;Cultural Competence;Patient-Physician Language Concordance;Interpreter Services;Quality of Care;Health Disparities;Professionalism in Interpreting
T12990;History of Medicine and Medical Discoveries;1202;History;12;Arts and Humanities;2;Social Sciences;Blood Transfusion;Obstetrics;Anesthesia;Surgery;Medical Discoveries;Epidemiology;Midwifery;Puerperal Fever;Endoscopy;Historical Figures
T12064;Management of Peritoneal Carcinomatosis from Digestive Tract;2746;Surgery;27;Medicine;4;Health Sciences;Cytoreductive Surgery;Intraperitoneal Chemotherapy;Colorectal Cancer;Peritoneal Metastases;Pseudomyxoma Peritonei;Hyperthermic Intraperitoneal Chemotherapy;Gastric Cancer;Appendiceal Neoplasms;Survival Analysis;Peritoneal Surface Malignancy
T11777;Fixed Point Theorems in Metric Spaces;2608;Geometry and Topology;26;Mathematics;3;Physical Sciences;Fixed Point Theorems;Metric Spaces;Contractive Mappings;Partial Ordering;Generalized Contractions;Best Proximity Points;Cone Metric Spaces;Multi-valued Mappings;Fuzzy Metric Spaces;Ordinary Differential Equations
T13481;Neurodegeneration with Brain Iron Accumulation;2808;Neurology;28;Neuroscience;1;Life Sciences;Neurodegeneration;Brain Iron Accumulation;Pantothenate Kinase;Coenzyme A;Genetic Mutations;Phospholipase A2;Ferritin;Neuroimaging;Mitochondrial Dysfunction;Parkinsonism
T12906;Surgical Suture Materials and Techniques;2746;Surgery;27;Medicine;4;Health Sciences;Surgical Sutures;Tissue Adhesives;Wound Closure;Biodegradability;Barbed Sutures;Skin Adhesives;Infection Prevention;Suture Materials;Tensile Strength;Orthopaedic Surgery
T12227;Sustainability Assessment and Impact Evaluation;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Sustainability Assessment;Environmental Impact Assessment;Social Impact Assessment;Strategic Environmental Assessment;Health Impact Assessment;Public Participation;Integrated Assessment;Cumulative Effects Assessment;Policy Making;Decision-Making Theory
T11338;Electron Beam Lithography: Resolution and Applications;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Electron Beam Lithography;Nanofabrication;Resolution Limits;Chemically Amplified Resists;Extreme Ultraviolet Lithography;Line Edge Roughness;Nanolithography Techniques;Patterning Materials;High-Resolution Patterning;Mask Design
T12599;Ocular Manifestations of COVID-19;2731;Ophthalmology;27;Medicine;4;Health Sciences;COVID-19;Ocular Findings;Retinal Artery Occlusion;Conjunctivitis;Tears and Secretions;Susac Syndrome;Optical Coherence Tomography;Viral Shedding;ACE2 Receptor;Ophthalmic Manifestations
T11343;Condition Assessment of Power Transformers;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Dissolved Gas Analysis;Frequency Response Analysis;Insulation Condition Assessment;Transformer Fault Diagnosis;Dielectric Spectroscopy;Aging of Insulation;Power Transformer Asset Management;Oil Impregnated Paper;Vegetable Oils for Transformers;Diagnostic Techniques
T12133;Pragmatism and its Philosophical Implications;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Pragmatism;Philosophy;Dewey;Peirce;Democracy;Semiotics;Education;Rorty;Truth;Feminism
T13125;Genetics and Breeding of Cowpea;1110;Plant Science;11;Agricultural and Biological Sciences;1;Life Sciences;Cowpea;Genetics;Breeding;Drought Tolerance;Nutritional Quality;Genetic Diversity;Marker Development;Agricultural Sustainability;Legume Crop;Climate Resilience
T12322;Acute Phase Proteins in Veterinary Medicine;3404;Small Animals;34;Veterinary;4;Health Sciences;Acute Phase Proteins;Veterinary Diagnosis;Colostrum Management;Passive Transfer of Immunoglobulins;Calf Health;Dairy Calves;Infectious Diseases;Biomarkers;Inflammation;Diagnostic Tools
T13095;Pharmacology of Aconitum Alkaloids in Traditional Medicine;3004;Pharmacology;30;Pharmacology, Toxicology and Pharmaceutics;1;Life Sciences;Aconitum Alkaloids;Traditional Chinese Medicine;Toxicity;Pharmacokinetics;Diterpenoid Alkaloids;Herbal Poisoning;Phytochemistry;Cardiotoxicity;Anticancer Effects;Metabolism
T11793;Leisure Activities and Subjective Well-Being Relationship;3207;Social Psychology;32;Psychology;2;Social Sciences;Leisure;Well-Being;Constraints;Recreation;Involvement;Health;Quality of Life;Tourism;Disability;Psychological Mechanisms
T11900;Evolution and Management of Fungicide Resistance in Plant Pathogens;1105;Ecology, Evolution, Behavior and Systematics;11;Agricultural and Biological Sciences;1;Life Sciences;Fungicide Resistance;Plant Pathogens;Evolution;Management;Molecular Mechanisms;Phenylamide Fungicides;Strobilurin Fungicides;Succinate Dehydrogenase Inhibitors;Qo Inhibitor Fungicides;Botrytis cinerea
T11444;Electromagnetic Compatibility in Electronics;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Electromagnetic Compatibility;EMI;Power Electronics;Filter Design;High-Frequency Modeling;EMC Analysis;PWM Inverters;Common-Mode Noise;Induction Motors;EMI Suppression
T13923;Safety and Management of Nuclear Fuel Transportation;2213;Safety, Risk, Reliability and Quality;22;Engineering;3;Physical Sciences;Nuclear Fuel;Radiation Protection;Spent Fuel;Transport Cask;Radioactive Waste Management;Safety Analysis;Finite Element Analysis;Spacer Grid;Impact Loading;Regulatory Requirements
T12145;Dental Anxiety and Anesthetic Management in Dentistry;3504;Oral Surgery;35;Dentistry;4;Health Sciences;Dental Anxiety;Local Anesthetics;Pharmacological Considerations;Fear Management;Psychological Factors;Articaine Efficacy;Behavioral Interventions;Pain Perception;Quality of Life;Patient Management
T11987;Impact of COVID-19 Infection on Pregnancy Outcomes;2729;Obstetrics and Gynecology;27;Medicine;4;Health Sciences;COVID-19;Pregnancy;Vertical Transmission;Maternal Outcomes;Perinatal Outcomes;SARS-CoV-2;Neonatal Infection;Vaccination in Pregnancy;Placental Pathology;Maternal Mortality
T11527;Three-Dimensional Integrated Circuits;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Through-Silicon Via;Interconnect;Wafer Bonding;Thermal Management;System Integration;TSV Technology;Microarchitecture;Heterogeneous Integration;Electrical Modeling;Chip Stacking
T13624;Social Work in Spanish-Speaking Countries;3300;General Social Sciences;33;Social Sciences;2;Social Sciences;Social Work;Welfare State;Community Intervention;Gender Differences;Third Sector;Participation;Economic Crisis;Family Support;Migrant Integration;Ethical Challenges
T13861;Promotion of Healthy Lifestyles in Young Adults;3600;General Health Professions;36;Health Professions;4;Health Sciences;Healthy Lifestyles;University Students;Nutrition;Physical Activity;Obesity;Chronic Diseases;Health Promotion;Risk Factors;Mental Health;Educational Interventions
T12163;Modern Electrostatic Gas Cleaning Technologies and Methods;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Electrostatic Precipitators;Filtration Technologies;Ionic Wind;Particle Filtration;Corona Discharge;Nanofiber Media;Wet Electrostatic Precipitator;High-Voltage Supplies;Aerosol Filtration;Electrohydrodynamics
T13493;Acousto-Optic Interaction in Crystalline Materials;3107;Atomic and Molecular Physics, and Optics;31;Physics and Astronomy;3;Physical Sciences;Acousto-Optic;Crystals;Spectroscopy;Imaging;Elastic Constants;Photoelastic Coefficients;Tunable Filters;Ultraviolet;Visible;Near-Infrared
T12526;Chemistry and Applications of Antimicrobial Polymers;1605;Organic Chemistry;16;Chemistry;3;Physical Sciences;Antimicrobial Polymers;Quaternary Ammonium Compounds;Biocidal Surfaces;Polymeric Materials;Antibacterial Agents;Resistance Mechanisms;Membrane Disruption;Host-Defense Peptides;Surface Modification;Biocide Resistance
T11759;Occupational Science and Therapy Practice;3609;Occupational Therapy;36;Health Professions;4;Health Sciences;Occupational Science;Therapy Practice;Client-Centered Approach;Goal Attainment Scaling;Well-being;Evidence-Based Practice;Occupational Justice;Lifestyle Balance;Meaningful Activities;Quality of Life
T12576;Prediction of Peptide-MHC Binding Affinity;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Peptide-MHC Binding;Epitope Prediction;Immunoinformatics;Vaccine Design;Antigen Presentation;HLA Class I and II;Bioinformatics Tools;T-Cell Epitopes;B-Cell Epitopes;Proteasomal Cleavage
T14356;Developing Strategic Thinking Competency in Organizations;1408;Strategy and Management;14;Business, Management and Accounting;2;Social Sciences;Strategic Thinking;Leadership;Organizational Culture;Competency Models;Customer Satisfaction;Learning Model;Healthcare Management;Innovation;Employee Engagement;Performance Measurement
T10808;State of the Art in Electric and Hybrid Vehicles;2203;Automotive Engineering;22;Engineering;3;Physical Sciences;Electric Vehicles;Hybrid Vehicles;Energy Storage Systems;Power Management Strategy;Control Strategies;Model Predictive Control;Supercapacitors;Battery Life Optimization;Fuel Cell Vehicles;Vehicle Propulsion Systems
T11741;Design and Operation of Reconfigurable Manufacturing Systems;2209;Industrial and Manufacturing Engineering;22;Engineering;3;Physical Sciences;Reconfigurable Manufacturing Systems;Flexible Automation;Industrial Automation;Production Ramp-Up;Software Engineering;Agent-Based Control Systems;Modular Production;Virtual Commissioning;Model-Integrated Mechatronics;OPC UA
T10777;Clientelism and Political Power in Latin America;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;Clientelism;Latin America;Political Power;Neoliberalism;Democracy;Identity;Participation;Ethnicity;Governance;Decentralization
T12661;Convergence Analysis of Iterative Methods for Nonlinear Equations;2612;Numerical Analysis;26;Mathematics;3;Physical Sciences;Newton's Method;Iterative Methods;Convergence Analysis;Nonlinear Equations;Higher-Order Methods;Quadrature Formulas;Local Convergence;Multiple Roots;Derivative-Free Methods;Banach Spaces
T13844;Recognition of Prior Learning in Higher Education;3304;Education;33;Social Sciences;2;Social Sciences;Recognition;Prior Learning;Higher Education;Competency-Based Education;Validation;Informal Learning;Non-Formal Learning;Policy and Practices;Lifelong Learning;Adult Education
T12203;Mobile Agent Technology in Network Management;1705;Computer Networks and Communications;17;Computer Science;3;Physical Sciences;Mobile Agents;Network Management;Security;Distributed Systems;Fault Tolerance;Internet Applications;SNMP;Java Platform;Wireless Computing;XML-Based Management
T12301;Diagnosis and Management of Facial Paralysis;2728;Neurology;27;Medicine;4;Health Sciences;Bell's Palsy;Facial Nerve Palsy;Rehabilitation;Synkinesis;Treatment;Facial Reanimation;Quality of Life;Etiology;Neuromuscular Retraining;Surgical Techniques
T12352;Heparin-Induced Thrombocytopenia and Thrombosis;2746;Surgery;27;Medicine;4;Health Sciences;Heparin-Induced Thrombocytopenia;Thrombosis;Vaccination;PF4 Antibodies;Immune Response;Anticoagulation Therapy;Platelet Activation;Diagnosis;Management;Clinical Features
T13033;Role of Social Innovation in Territorial Development;3322;Urban Studies;33;Social Sciences;2;Social Sciences;Social Innovation;Economic Development;Territorial Governance;Solidarity Economy;Community Engagement;Institutionalization;Cooperatives;Local Development;Participative Evaluation;Citizenship
T13867;Information and Communication Technology and Financial Access in Africa;1710;Information Systems;17;Computer Science;3;Physical Sciences;ICT;financial access;inequality;knowledge economy;mobile phones;governance;inclusive development;gender inclusion;education;institutional quality
T11331;Waterborne Disease Outbreaks and Pathogen Transport;2312;Water Science and Technology;23;Environmental Science;3;Physical Sciences;Waterborne Disease;Pathogen Transport;Fecal Contamination;Microbial Source Tracking;Colloid Filtration Theory;Bacterial Pathogens;Indicator Organisms;Public Health Protection;Groundwater Pollution;Recreational Water Quality
T13417;Regulation of Stem Cell Therapies and Clinics;2737;Physiology;27;Medicine;4;Health Sciences;Stem Cell Regulation;Clinical Trials;Regulatory Challenges;Patient Safety;Direct-to-Consumer Marketing;Ethical Issues;Global Governance;Translational Research;Unproven Therapies;Regenerative Medicine
T12982;Legal Remedies and Corrective Justice in Law;3308;Law;33;Social Sciences;2;Social Sciences;Remedies;Corrective Justice;Unjust Enrichment;Contract Law;Fiduciary Duty;Restitution;Equity;Negligence Law;Property Rights;Legal History
T12626;Impact of Chronic Stress on Cancer Progression;2738;Psychiatry and Mental health;27;Medicine;4;Health Sciences;Chronic Stress;Tumor Growth;Neuroendocrine Modulation;Anesthetic Technique;Immune Suppression;Metastasis Promotion;Adrenergic Signaling;Nervous System Influence;Angiogenesis Regulation;Perioperative Period
T11992;CMOS Image Sensor Technology;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;CMOS Image Sensors;High-Speed Imaging;Low-Noise Sensors;Photon Counting;Dynamic Range;Radiation Effects;Pixel-Level ADC;Temporal Noise Analysis;Logarithmic Response;Biomedical Imaging
T13200;Cryogenic Fluid Storage and Management;2202;Aerospace Engineering;22;Engineering;3;Physical Sciences;Cryogenic Storage;Liquefied Natural Gas (LNG);Boil-Off Losses;Thermal Stratification;Propellant Tank;Multilayer Insulation;Self-Pressurization;Fluid Management;Capillary Flow;Thermodynamic Modeling
